line_number,mode1,value1,mode2,value2,mode3,value3,mode4,value4
34383,55,1,24,1,65,1,44,1
34384,27,1,60,1,40,0,38,1
34385,40,1,31,1,26,1,65,1
34386,64,1,66,1,65,0,9,1
34387,28,0,59,0,0,1,28,0
34388,27,1,64,1,66,1,27,1
34389,0,1,18,0,53,0,26,0
34390,17,1,44,1,27,1,38,1
34391,64,1,66,0,24,0,13,1
34392,40,1,62,1,36,1,65,0
34393,38,1,67,1,61,1,0,1
34394,59,1,0,1,3,1,42,1
34395,65,1,66,0,5,0,14,0
34396,74,0,64,1,0,1,27,1
34397,36,1,45,0,26,1,8,1
34398,0,1,60,1,36,1,64,0
34399,66,1,36,0,38,0,17,0
34400,66,1,65,0,41,1,27,1
34401,53,1,59,0,17,1,23,0
34402,55,1,48,1,41,1,24,1
34403,19,1,63,0,64,1,27,1
34404,68,1,17,1,65,0,0,1
34405,36,0,66,0,24,1,0,1
34406,63,1,36,1,40,1,40,1
34407,66,1,24,1,75,1,64,1
34408,48,1,64,1,24,1,54,1
34409,26,0,49,0,17,1,24,0
34410,0,0,26,0,69,1,23,0
34411,26,1,15,0,8,0,0,1
34412,66,1,38,1,27,1,0,1
34413,62,0,64,1,55,1,27,1
34414,0,1,26,1,27,1,66,1
34415,27,1,10,1,18,1,40,1
34416,39,0,17,1,28,0,52,0
34417,76,0,49,0,41,0,27,1
34418,48,1,61,0,65,1,61,1
34419,64,1,59,0,38,1,64,1
34420,49,0,17,0,28,1,23,1
34421,62,0,19,0,64,0,53,1
34422,48,1,0,1,7,1,64,1
34423,17,1,45,0,38,1,61,1
34424,48,1,9,1,23,1,1,1
34425,17,1,32,0,25,1,37,1
34426,2,1,74,0,23,1,65,1
34427,66,1,36,0,65,0,64,0
34428,63,0,17,1,0,1,54,1
34429,39,0,4,0,38,1,20,1
34430,48,1,1,1,24,1,17,1
34431,31,1,27,1,40,0,10,0
34432,67,1,24,1,38,1,12,1
34433,66,1,41,1,55,1,38,1
34434,66,1,27,1,40,1,27,1
34435,27,0,49,0,8,1,64,0
34436,74,0,7,1,36,1,40,0
34437,49,1,28,1,65,0,40,0
34438,26,1,67,1,65,1,41,1
34439,64,1,41,1,66,1,27,1
34440,60,0,75,1,24,0,28,0
34441,28,0,48,0,40,1,27,1
34442,0,1,67,1,55,1,27,1
34443,59,1,50,1,8,1,23,1
34444,39,1,48,1,27,1,17,1
34445,65,1,63,1,8,1,3,1
34446,74,1,25,1,64,1,8,1
34447,20,1,64,1,53,1,38,1
34448,49,0,28,0,23,0,26,1
34449,60,1,17,1,10,1,5,1
34450,0,1,47,0,49,0,61,0
34451,75,1,42,1,41,1,23,1
34452,39,1,65,1,76,0,75,1
34453,48,1,23,1,65,1,61,1
34454,72,0,8,1,24,1,27,0
34455,49,0,17,0,26,1,5,0
34456,61,0,27,0,15,1,41,1
34457,55,1,48,0,17,1,41,0
34458,65,1,40,1,3,1,15,1
34459,31,1,40,1,27,1,2,1
34460,58,0,0,0,23,1,0,0
34461,64,1,74,1,26,1,27,1
34462,0,1,49,1,28,1,50,1
34463,76,0,24,1,23,1,42,0
34464,49,0,17,0,64,0,27,0
34465,27,1,66,1,25,1,5,1
34466,36,1,14,0,66,0,24,1
34467,0,1,28,0,48,0,17,1
34468,3,1,49,1,38,0,23,0
34469,66,1,0,1,26,1,40,1
34470,65,1,27,1,23,1,76,0
34471,40,0,14,1,70,1,65,1
34472,74,0,17,0,38,1,40,1
34473,64,1,48,1,65,1,27,1
34474,38,1,8,1,64,1,48,1
34475,65,1,27,1,65,0,48,0
34476,59,1,26,1,38,1,28,1
34477,36,1,2,1,64,1,49,0
34478,66,0,41,1,28,0,64,1
34479,9,1,8,0,32,0,28,0
34480,27,1,48,1,24,1,64,1
34481,7,1,48,1,8,0,38,1
34482,27,1,27,1,66,1,36,0
34483,36,1,38,1,44,1,64,1
34484,42,1,40,1,66,1,28,0
34485,36,1,0,0,39,1,76,0
34486,60,1,65,1,64,1,27,1
34487,66,0,41,0,25,0,0,1
34488,41,0,49,0,55,1,17,1
34489,66,0,27,0,27,1,17,1
34490,19,1,64,1,76,0,65,1
34491,55,1,66,1,41,1,14,1
34492,49,1,38,1,64,1,26,1
34493,54,1,48,1,38,1,38,1
34494,21,1,10,0,17,1,9,0
34495,64,0,18,1,40,0,65,1
34496,61,1,38,1,55,1,20,0
34497,0,1,14,1,10,1,49,1
34498,35,0,23,0,39,0,26,1
34499,49,1,65,1,64,1,27,1
34500,30,0,44,1,64,0,8,1
34501,49,0,4,0,65,0,14,1
34502,60,0,17,1,28,1,27,1
34503,66,1,8,1,64,1,54,1
34504,65,1,14,1,48,0,3,1
34505,32,0,28,0,61,1,28,0
34506,48,1,37,1,19,1,17,1
34507,44,0,40,1,61,0,36,1
34508,72,1,36,1,36,1,53,1
34509,41,0,49,1,76,0,0,1
34510,9,1,20,1,36,1,26,1
34511,0,1,76,0,7,1,65,1
34512,31,1,25,1,0,1,39,0
34513,38,0,53,1,21,0,27,1
34514,20,1,40,0,26,1,23,1
34515,65,1,26,0,1,1,74,0
34516,27,1,44,1,19,1,3,1
34517,36,0,48,0,0,1,26,0
34518,48,1,26,1,0,1,24,1
34519,38,1,24,1,64,1,48,1
34520,48,1,65,1,53,1,27,1
34521,44,1,64,0,4,1,40,0
34522,41,1,12,1,39,1,48,0
34523,59,1,27,1,40,1,25,1
34524,15,1,10,0,26,1,65,1
34525,38,0,28,1,59,1,36,0
34526,59,1,36,1,9,1,41,1
34527,48,0,64,1,17,0,42,0
34528,63,0,37,1,54,1,41,1
34529,64,1,48,1,65,1,64,1
34530,36,1,36,1,66,1,13,1
34531,27,1,9,1,65,0,49,1
34532,0,1,70,1,53,1,24,1
34533,27,1,8,0,59,0,0,0
34534,38,1,65,1,66,1,28,1
34535,64,1,28,0,65,0,68,1
34536,65,0,64,0,74,1,55,0
34537,3,1,49,1,38,0,65,1
34538,24,1,62,1,64,1,25,1
34539,20,1,17,1,65,1,28,1
34540,48,1,40,1,5,1,26,1
34541,48,0,61,0,24,1,41,1
34542,42,1,48,1,28,1,17,1
34543,59,1,65,1,36,1,38,1
34544,48,1,24,1,40,1,40,0
34545,64,1,49,1,10,1,8,1
34546,20,1,64,1,40,1,55,1
34547,48,0,26,1,14,0,40,0
34548,66,1,54,1,38,1,5,1
34549,40,0,10,1,65,1,47,1
34550,20,1,23,0,40,1,61,0
34551,26,0,14,1,40,0,47,0
34552,49,0,42,0,9,1,0,0
34553,38,1,49,1,38,1,27,1
34554,41,1,64,1,44,1,73,1
34555,66,0,36,1,38,1,14,1
34556,49,1,41,1,53,1,38,1
34557,41,1,48,1,27,1,53,1
34558,58,1,17,1,40,1,10,1
34559,26,1,40,1,21,0,17,1
34560,48,1,17,1,27,1,54,1
34561,44,0,17,1,27,0,55,1
34562,40,0,67,1,17,1,27,0
34563,43,0,27,1,72,1,27,1
34564,26,1,49,1,64,1,40,1
34565,72,0,17,1,7,1,27,0
34566,48,1,75,1,17,1,23,1
34567,76,0,65,1,65,1,28,0
34568,65,1,48,1,76,0,27,1
34569,17,1,72,1,9,1,65,1
34570,49,1,64,0,27,1,56,1
34571,28,1,20,1,26,1,65,0
34572,70,1,53,1,0,1,40,1
34573,40,0,62,1,64,0,26,1
34574,66,0,17,1,27,0,53,0
34575,36,1,27,1,45,0,9,1
34576,64,0,47,0,40,1,9,1
34577,48,1,0,1,61,1,10,0
34578,64,0,62,1,38,1,27,1
34579,36,0,62,1,25,1,1,1
34580,17,0,15,1,2,1,17,1
34581,72,1,61,1,38,1,65,1
34582,63,0,28,0,26,1,64,0
34583,63,1,28,1,28,1,27,1
34584,38,1,64,1,49,1,26,1
34585,3,1,49,0,28,1,0,1
34586,3,1,63,0,36,1,0,1
34587,44,1,4,1,40,1,65,0
34588,70,0,42,0,64,1,27,1
34589,60,1,30,1,36,0,1,0
34590,48,1,38,1,40,1,75,1
34591,59,1,17,1,0,1,36,0
34592,27,1,48,1,40,1,27,1
34593,48,1,5,0,8,0,26,1
34594,22,1,74,0,43,1,27,1
34595,66,1,38,1,5,1,26,1
34596,7,1,38,0,61,0,44,0
34597,32,1,27,1,51,1,23,1
34598,64,0,60,1,38,1,40,1
34599,7,1,49,0,26,0,3,0
34600,69,1,5,1,40,1,17,1
34601,17,1,27,0,59,0,27,1
34602,49,1,53,1,38,1,1,1
34603,64,0,59,0,38,1,64,0
34604,44,1,2,1,40,1,27,1
34605,66,1,27,1,39,1,64,1
34606,65,1,74,1,38,1,2,1
34607,74,1,42,1,3,1,65,1
34608,27,1,48,1,40,0,3,1
34609,36,1,64,0,48,1,53,1
34610,20,0,26,0,38,1,65,0
34611,59,1,37,0,65,0,53,0
34612,10,1,42,0,26,1,45,0
34613,40,1,48,0,40,0,27,1
34614,48,1,26,1,65,1,25,1
34615,60,0,26,1,13,0,19,0
34616,0,1,60,1,27,1,40,1
34617,48,0,7,0,26,0,27,0
34618,67,1,10,0,64,1,17,0
34619,49,0,17,1,65,1,38,0
34620,21,1,24,1,55,1,65,0
34621,38,1,27,1,13,1,48,1
34622,49,0,0,1,25,0,17,0
34623,27,1,62,1,5,1,24,1
34624,38,0,66,0,0,1,27,0
34625,24,1,63,1,41,0,54,1
34626,38,1,44,1,76,0,27,1
34627,66,1,26,1,7,1,0,1
34628,27,0,70,0,64,1,30,0
34629,62,0,25,0,27,0,0,1
34630,25,1,64,0,65,0,20,0
34631,8,1,44,0,4,1,24,1
34632,44,1,25,1,64,1,64,1
34633,48,1,55,1,39,1,41,1
34634,66,1,27,1,8,1,14,1
34635,59,1,38,1,17,1,51,1
34636,55,1,66,1,41,1,38,1
34637,70,0,14,1,40,0,4,0
34638,44,0,23,1,27,1,61,0
34639,49,1,17,1,65,1,27,1
34640,25,1,76,0,24,1,28,1
34641,41,1,54,1,60,1,39,1
34642,55,1,69,1,38,1,36,1
34643,40,0,27,0,17,1,66,0
34644,5,1,76,0,26,1,27,1
34645,15,1,27,1,39,1,25,1
34646,40,1,66,1,64,1,17,1
34647,38,0,9,0,66,0,8,1
34648,27,1,24,1,0,1,67,1
34649,58,1,53,1,64,1,64,1
34650,40,1,65,0,55,1,62,1
34651,27,1,65,1,64,1,76,0
34652,0,1,26,1,66,1,65,0
34653,48,1,26,1,41,1,64,1
34654,17,1,27,1,40,1,48,1
34655,20,1,40,1,65,1,9,1
34656,26,1,65,0,65,1,66,1
34657,5,1,60,1,26,1,17,1
34658,17,1,38,1,64,1,20,1
34659,49,1,0,0,36,1,64,0
34660,66,0,10,0,0,1,36,1
34661,66,1,27,1,41,1,47,1
34662,5,1,21,1,27,1,27,1
34663,41,0,63,0,24,1,51,1
34664,5,1,66,1,61,1,65,1
34665,49,1,27,1,27,1,10,1
34666,20,0,50,1,64,1,17,1
34667,15,0,28,0,38,1,26,0
34668,64,1,66,1,27,1,28,1
34669,20,1,53,0,47,0,65,0
34670,48,1,38,1,71,1,65,1
34671,20,1,27,1,36,1,28,1
34672,52,0,38,1,9,1,24,1
34673,41,0,26,1,70,1,39,0
34674,49,1,1,0,27,0,65,0
34675,42,0,54,0,23,0,59,1
34676,59,0,41,0,54,1,53,0
34677,64,1,17,1,64,1,48,1
34678,58,1,0,1,26,1,65,1
34679,23,0,38,0,65,1,49,0
34680,49,1,64,1,64,1,61,1
34681,27,1,44,0,40,1,17,1
34682,65,1,76,0,27,0,17,1
34683,0,1,27,0,17,1,48,1
34684,20,0,64,1,40,0,25,0
34685,48,1,40,1,5,1,26,1
34686,67,1,40,1,5,1,36,1
34687,41,1,39,1,48,1,9,1
34688,32,1,12,1,36,1,38,1
34689,65,1,70,1,65,1,64,1
34690,42,0,10,1,0,0,49,0
34691,8,0,65,1,66,1,27,1
34692,64,1,42,1,74,0,27,1
34693,48,1,64,0,17,1,38,1
34694,48,0,17,0,28,0,38,1
34695,42,1,74,1,39,1,17,1
34696,17,1,41,0,17,1,66,1
34697,48,1,17,1,38,1,40,1
34698,66,1,27,1,41,1,9,1
34699,31,0,19,0,26,0,64,0
34700,64,1,20,1,8,1,26,1
34701,0,1,42,0,74,0,4,0
34702,27,1,5,1,36,1,76,0
34703,44,1,64,1,30,1,64,1
34704,23,1,38,1,28,1,66,1
34705,0,1,38,1,36,1,72,1
34706,27,1,44,1,41,1,71,1
34707,41,1,66,1,27,1,27,1
34708,37,0,19,1,48,0,25,0
34709,14,1,48,1,54,1,25,1
34710,48,1,36,1,17,1,36,1
34711,38,0,66,0,41,1,64,0
34712,49,0,0,1,28,0,54,0
34713,65,1,67,0,28,1,27,0
34714,36,1,17,1,72,1,65,1
34715,44,1,42,1,27,1,28,1
34716,9,0,59,0,54,0,28,1
34717,14,1,66,1,39,1,17,1
34718,49,1,64,1,9,1,12,1
34719,32,1,25,1,23,1,39,1
34720,40,1,66,1,38,0,41,1
34721,65,1,49,1,65,1,3,1
34722,17,1,14,1,48,1,27,1
34723,16,1,0,1,9,1,64,1
34724,65,0,49,1,28,1,9,1
34725,72,1,27,1,27,1,40,1
34726,48,1,24,1,10,1,65,1
34727,17,1,67,1,27,1,41,1
34728,40,1,48,1,4,1,0,1
34729,40,0,44,1,39,1,25,1
34730,60,0,17,0,25,1,41,0
34731,72,1,55,1,38,1,0,1
34732,67,0,27,1,65,1,36,0
34733,0,1,48,1,38,1,27,1
34734,40,1,48,1,27,1,65,1
34735,17,1,55,1,49,0,27,0
34736,26,0,0,1,66,0,65,1
34737,74,0,24,1,23,1,25,1
34738,40,0,61,0,8,1,75,0
34739,48,1,38,1,40,1,26,1
34740,65,0,49,1,17,1,40,1
34741,23,0,41,1,62,1,3,0
34742,10,1,24,1,21,0,24,0
34743,66,1,23,1,64,1,40,1
34744,14,1,74,0,27,0,46,1
34745,48,1,24,1,0,1,42,1
34746,4,1,45,1,27,1,37,1
34747,36,1,59,1,23,1,17,1
34748,38,0,66,0,26,0,12,1
34749,66,1,37,1,41,0,64,0
34750,49,1,41,1,53,1,26,1
34751,49,1,39,0,38,1,34,0
34752,43,0,28,0,72,1,27,0
34753,51,1,49,0,17,0,36,0
34754,14,0,2,0,36,1,49,0
34755,40,1,10,1,0,1,49,1
34756,62,1,8,1,40,1,8,1
34757,40,0,76,0,38,1,8,1
34758,38,1,48,1,65,1,17,1
34759,24,1,68,1,40,1,64,1
34760,51,1,65,1,24,0,48,0
34761,42,1,66,1,27,1,27,1
34762,38,1,24,1,58,1,42,1
34763,39,0,44,0,64,1,40,0
34764,14,1,9,1,65,1,59,1
34765,38,1,66,1,8,1,54,1
34766,54,1,38,1,0,1,74,0
34767,48,1,0,1,23,1,54,1
34768,64,1,48,0,27,1,27,0
34769,24,0,17,0,20,0,4,1
34770,64,1,40,0,26,1,44,1
34771,14,1,49,0,7,0,3,0
34772,9,1,48,1,36,0,0,1
34773,27,1,0,1,41,1,68,1
34774,42,1,25,1,41,1,48,1
34775,26,1,52,0,38,0,64,1
34776,26,1,44,0,53,1,23,1
34777,49,1,65,1,76,0,24,1
34778,23,0,74,0,27,1,17,0
34779,27,1,45,0,25,1,65,1
34780,27,1,38,1,47,0,19,1
34781,41,1,59,1,64,1,64,0
34782,66,1,28,1,37,1,36,1
34783,66,0,38,0,41,1,54,1
34784,36,1,74,0,41,1,27,1
34785,49,1,61,1,27,1,23,1
34786,48,0,17,0,14,0,65,1
34787,66,1,64,1,36,1,65,1
34788,45,0,65,0,26,0,27,0
34789,24,1,72,1,38,1,28,1
34790,25,1,62,0,29,1,41,1
34791,49,1,14,1,23,1,17,1
34792,9,1,40,0,64,0,49,0
34793,20,1,24,1,65,0,27,1
34794,0,1,41,0,4,1,48,1
34795,21,0,40,0,12,1,40,0
34796,36,1,62,1,38,1,17,1
34797,65,1,72,1,26,1,65,1
34798,0,1,17,1,64,1,66,1
34799,0,1,25,1,36,1,63,0
34800,14,1,0,1,39,1,60,1
34801,63,1,51,1,41,1,36,0
34802,48,0,27,0,65,1,65,1
34803,26,1,60,1,41,1,64,1
34804,28,1,27,1,40,1,48,1
34805,8,1,17,1,67,1,64,0
34806,66,1,23,0,0,1,36,0
34807,53,1,48,1,65,1,24,1
34808,48,1,5,1,38,1,26,1
34809,5,1,63,0,26,1,38,1
34810,29,1,49,1,8,0,8,0
34811,65,1,27,0,27,1,15,1
34812,41,1,42,0,55,1,74,0
34813,65,0,59,0,40,1,26,0
34814,72,0,0,1,26,1,26,1
34815,66,1,61,1,65,1,27,1
34816,64,1,59,1,8,0,27,1
34817,59,1,28,0,5,0,4,1
34818,24,1,49,1,36,1,27,1
34819,58,1,53,1,64,1,64,1
34820,47,0,60,0,64,1,28,1
34821,31,1,11,1,40,0,40,0
34822,10,1,40,1,52,1,54,1
34823,49,0,36,1,3,1,8,0
34824,64,1,67,1,38,1,17,1
34825,75,0,48,1,27,0,38,0
34826,65,1,48,0,36,0,64,1
34827,12,1,38,0,64,1,60,1
34828,64,1,27,1,66,1,17,1
34829,72,0,65,0,30,1,0,1
34830,26,1,63,1,27,1,0,1
34831,36,1,64,1,66,1,64,1
34832,49,1,0,1,24,1,65,0
34833,64,1,32,1,3,1,36,1
34834,63,0,64,0,27,0,36,1
34835,65,1,49,1,27,1,17,1
34836,49,1,65,1,3,1,41,1
34837,36,0,48,0,36,0,17,1
34838,63,0,24,0,25,1,17,1
34839,27,1,61,1,66,1,8,1
34840,27,0,49,0,0,1,40,0
34841,66,1,38,1,40,1,41,0
34842,39,0,62,0,55,0,23,1
34843,64,0,27,0,52,0,40,1
34844,76,0,44,1,0,1,40,1
34845,65,0,66,0,17,0,36,1
34846,48,1,41,0,27,1,12,1
34847,60,0,38,0,64,1,38,1
34848,41,1,42,0,63,0,75,0
34849,62,1,17,1,28,0,38,1
34850,0,1,49,0,27,0,26,0
34851,26,0,58,0,24,0,54,1
34852,69,1,0,1,40,1,8,1
34853,63,1,17,1,27,1,36,1
34854,76,0,42,1,38,1,36,1
34855,48,0,61,1,64,0,30,1
34856,0,0,8,0,48,1,17,0
34857,72,1,17,1,36,1,40,1
34858,65,1,25,1,17,1,52,1
34859,66,1,23,1,65,1,27,1
34860,49,0,13,1,42,0,17,0
34861,48,1,27,1,27,1,17,1
34862,27,0,76,0,65,0,40,0
34863,74,0,54,0,40,1,17,1
34864,65,1,55,1,48,1,7,1
34865,42,1,15,1,17,1,54,0
34866,1,1,22,1,21,0,38,1
34867,64,0,26,1,45,1,40,1
34868,53,1,44,1,27,1,1,1
34869,60,1,65,1,37,1,27,1
34870,66,0,42,0,65,1,27,0
34871,62,0,24,0,61,0,40,1
34872,10,1,14,0,28,0,49,0
34873,61,0,48,1,27,0,36,0
34874,66,1,19,1,0,1,38,0
34875,17,1,65,1,40,1,76,0
34876,44,0,53,1,39,1,38,1
34877,66,1,75,1,65,1,65,1
34878,66,0,36,0,14,0,17,1
34879,48,0,76,0,38,0,36,1
34880,74,1,17,1,42,1,42,1
34881,62,0,65,0,26,0,55,0
34882,0,1,68,0,5,1,3,0
34883,54,1,8,0,49,0,5,1
34884,66,1,7,1,65,0,54,1
34885,72,1,23,1,4,1,64,1
34886,3,1,49,1,24,1,1,1
34887,36,1,49,1,27,1,9,1
34888,60,1,43,1,9,1,39,1
34889,40,1,48,1,28,1,0,1
34890,66,1,65,1,65,0,26,1
34891,40,0,66,1,23,1,0,1
34892,54,1,0,0,66,1,24,0
34893,54,1,49,1,0,1,73,1
34894,65,0,49,0,55,0,40,0
34895,49,0,64,1,7,1,4,0
34896,1,1,49,1,3,1,24,1
34897,36,1,11,1,48,1,19,1
34898,31,1,39,1,14,1,4,1
34899,38,1,51,1,52,0,64,0
34900,32,0,57,1,65,1,27,1
34901,69,0,17,1,24,1,26,0
34902,27,1,2,1,8,1,62,1
34903,59,1,28,1,41,0,10,1
34904,48,1,25,1,27,1,36,1
34905,45,1,36,1,40,1,64,1
34906,66,1,10,1,14,1,17,1
34907,41,0,48,1,27,0,17,1
34908,49,0,40,0,64,1,26,1
34909,66,1,28,1,42,1,65,0
34910,64,1,64,1,74,1,26,1
34911,20,1,39,1,0,1,54,0
34912,7,1,65,0,40,1,66,1
34913,64,1,67,1,36,1,40,1
34914,48,1,38,1,73,0,17,0
34915,41,1,42,0,4,1,49,0
34916,54,1,49,1,8,1,37,1
34917,48,1,65,1,54,1,64,1
34918,40,1,76,0,40,1,38,1
34919,27,1,62,0,8,1,38,0
34920,48,0,26,0,36,0,65,1
34921,22,1,4,1,36,1,21,1
34922,49,1,65,0,42,1,39,1
34923,3,0,0,1,52,0,28,1
34924,14,1,64,1,65,0,66,1
34925,66,1,27,1,36,1,65,0
34926,45,0,73,0,27,0,39,1
34927,0,0,38,0,49,0,26,1
34928,49,1,38,1,26,1,25,1
34929,24,0,52,0,4,0,17,1
34930,36,1,76,0,7,1,41,1
34931,17,1,40,1,48,1,36,1
34932,38,1,65,0,9,1,69,1
34933,53,1,32,0,17,1,40,1
34934,24,1,24,1,0,1,76,0
34935,62,0,19,1,40,0,3,0
34936,64,0,48,0,27,1,5,1
34937,37,1,40,1,17,1,48,1
34938,72,1,8,1,65,1,26,1
34939,66,1,27,1,17,1,65,1
34940,63,0,17,0,38,0,24,0
34941,73,0,44,0,7,1,36,0
34942,48,1,4,1,7,1,38,1
34943,8,0,48,1,28,0,39,0
34944,48,0,17,1,25,0,23,0
34945,38,0,40,1,66,0,41,1
34946,49,1,17,1,65,0,38,1
34947,66,1,53,1,38,1,38,1
34948,49,1,38,1,64,1,53,1
34949,26,0,44,0,0,1,40,0
34950,38,1,48,1,50,1,8,1
34951,7,1,63,0,17,1,37,1
34952,54,1,48,1,37,1,7,1
34953,8,0,44,1,8,1,9,1
34954,48,1,24,1,40,1,27,1
34955,44,1,40,1,25,1,64,1
34956,68,1,27,1,25,1,24,1
34957,63,0,38,0,0,1,3,1
34958,41,1,25,1,48,1,40,1
34959,63,1,36,1,0,1,38,1
34960,64,1,28,0,26,0,60,0
34961,48,0,64,0,11,0,19,0
34962,64,1,48,1,65,1,26,1
34963,38,1,49,1,27,1,26,1
34964,48,0,65,0,17,1,42,0
34965,47,1,27,1,65,0,27,1
34966,34,1,8,0,52,0,54,0
34967,38,0,68,0,65,0,17,1
34968,3,1,74,0,8,1,0,1
34969,28,1,5,1,25,1,70,0
34970,40,0,52,1,65,1,26,1
34971,66,1,54,0,65,0,26,1
34972,49,1,61,1,17,1,40,1
34973,48,0,76,0,0,0,27,1
34974,19,0,76,0,17,0,8,1
34975,42,0,65,1,48,1,38,1
34976,39,1,40,0,65,0,60,0
34977,76,0,10,1,65,1,5,1
34978,37,0,49,1,0,1,27,1
34979,66,1,38,1,27,1,0,1
34980,48,0,53,1,42,0,41,0
34981,42,0,27,1,72,1,39,1
34982,27,1,58,1,26,1,8,1
34983,40,1,62,1,24,1,25,1
34984,44,1,12,0,23,0,38,1
34985,1,1,44,1,27,0,17,1
34986,40,1,48,1,40,0,64,0
34987,27,1,59,0,36,0,42,1
34988,7,0,48,0,36,0,40,1
34989,39,0,27,0,17,0,66,1
34990,27,1,58,0,65,0,76,0
34991,59,1,28,0,65,0,13,0
34992,36,1,48,1,41,1,40,0
34993,4,1,45,1,17,1,17,1
34994,65,1,72,1,25,1,0,1
34995,40,1,74,0,9,0,24,0
34996,60,1,40,1,65,0,64,1
34997,38,1,66,1,17,1,23,0
34998,31,1,27,1,26,1,38,1
34999,49,1,65,1,27,1,38,1
35000,11,1,23,0,38,0,48,0
35001,49,0,24,0,65,1,17,0
35002,28,0,39,1,68,0,40,1
35003,0,1,9,1,49,0,36,0
35004,37,0,40,0,65,1,21,0
35005,3,0,36,1,20,0,38,0
35006,42,1,60,1,41,1,26,1
35007,48,1,55,1,38,1,41,1
35008,58,1,40,1,4,1,0,1
35009,64,0,20,0,50,0,28,1
35010,64,1,27,1,70,1,28,1
35011,20,0,27,0,40,1,27,0
35012,40,1,38,1,61,0,44,0
35013,38,0,68,0,17,1,27,0
35014,48,1,14,1,27,1,65,1
35015,13,1,38,1,64,1,72,1
35016,20,0,24,0,0,1,76,0
35017,38,1,66,1,38,1,17,1
35018,63,0,64,1,40,1,9,1
35019,65,1,44,1,3,1,65,1
35020,48,0,19,1,41,1,10,0
35021,21,1,38,1,25,1,17,1
35022,41,1,27,1,48,1,57,1
35023,64,1,66,0,9,1,41,0
35024,27,1,48,1,12,0,42,0
35025,53,0,49,1,43,0,40,0
35026,49,0,24,1,0,1,3,0
35027,36,1,75,1,27,1,48,1
35028,27,1,38,1,60,1,55,1
35029,66,0,37,0,14,1,61,0
35030,76,0,24,1,25,1,0,1
35031,9,1,48,0,19,0,0,1
35032,48,0,41,1,8,0,64,0
35033,48,0,17,1,39,0,28,1
35034,45,1,36,1,55,1,14,1
35035,0,1,39,0,76,0,36,0
35036,32,0,26,0,27,0,0,1
35037,49,1,0,1,40,0,41,0
35038,17,1,0,1,53,0,67,1
35039,54,1,48,1,38,1,0,1
35040,59,1,38,1,17,1,27,1
35041,5,1,38,1,66,1,64,1
35042,9,1,27,0,27,0,58,0
35043,60,1,53,1,65,1,24,1
35044,28,1,15,1,40,0,39,0
35045,7,1,22,1,66,1,40,1
35046,40,1,66,0,36,0,9,1
35047,23,1,40,1,44,1,27,1
35048,9,1,13,0,27,0,45,0
35049,76,0,7,0,36,0,8,1
35050,26,1,49,1,9,1,65,1
35051,36,1,65,1,52,1,65,0
35052,38,1,76,0,42,1,64,1
35053,28,1,31,1,1,1,27,1
35054,27,1,66,1,38,1,0,1
35055,23,1,64,0,58,1,0,1
35056,65,1,38,1,48,1,38,1
35057,39,0,64,1,44,0,3,0
35058,9,0,38,0,68,0,0,1
35059,48,0,75,1,38,1,41,0
35060,0,1,53,1,66,1,27,1
35061,9,1,40,1,8,1,49,1
35062,48,1,27,1,36,1,7,1
35063,23,1,49,1,17,0,26,1
35064,7,0,60,1,39,0,38,0
35065,65,1,60,1,55,0,8,1
35066,20,1,40,1,65,1,27,1
35067,27,1,44,1,36,1,40,0
35068,48,1,65,1,65,1,26,1
35069,27,1,62,1,27,1,17,1
35070,28,1,44,1,17,1,65,1
35071,10,1,65,1,49,1,27,1
35072,63,1,36,1,24,1,55,1
35073,49,1,27,1,17,1,27,1
35074,47,1,66,1,36,1,54,1
35075,65,1,3,1,38,1,58,1
35076,38,1,76,0,65,1,64,1
35077,53,0,47,1,63,0,5,1
35078,49,1,64,1,4,1,27,1
35079,41,1,9,1,55,0,48,1
35080,66,1,27,1,40,1,36,1
35081,44,1,38,1,61,1,28,1
35082,21,1,27,1,17,1,27,1
35083,66,0,0,1,64,0,27,1
35084,40,1,27,0,63,0,17,1
35085,17,1,8,1,40,1,48,1
35086,76,0,27,1,0,1,37,1
35087,39,1,75,1,65,1,40,1
35088,26,1,36,0,48,0,17,0
35089,58,1,46,1,27,1,65,1
35090,9,1,40,1,63,1,41,0
35091,48,1,17,1,41,1,8,1
35092,38,1,74,1,38,1,0,1
35093,28,1,64,0,44,1,54,1
35094,63,0,0,0,64,0,27,1
35095,38,0,27,1,48,0,12,1
35096,27,0,32,0,12,0,23,1
35097,27,0,59,0,41,1,55,0
35098,64,1,48,1,36,1,26,1
35099,52,1,27,1,0,1,40,0
35100,49,0,0,1,42,0,64,1
35101,27,1,60,1,27,1,19,1
35102,62,1,28,1,26,1,1,1
35103,20,0,40,1,64,1,38,0
35104,64,1,62,1,3,1,26,1
35105,17,1,25,1,7,1,60,1
35106,53,1,59,1,0,1,41,1
35107,0,1,66,1,36,1,61,1
35108,64,1,60,1,40,1,0,1
35109,48,1,23,1,40,1,55,1
35110,25,1,17,1,20,0,27,1
35111,10,0,52,1,40,0,4,1
35112,55,1,5,1,75,1,27,1
35113,49,1,65,1,50,1,5,1
35114,17,0,16,1,66,0,27,0
35115,66,0,64,0,24,1,64,0
35116,14,1,48,1,64,1,40,1
35117,27,1,69,1,38,0,17,1
